Venue Name,Venue Location,Price per Plate
Royal plaza,"Koyambedu, Chennai",650 - 750
Sree Varaaham Hall,"Koyambedu, Chennai","5,80,000"
KVT Mahal,"Koyambedu, Chennai","1,50,000"
