Venue Name,Venue Location,Price per Plate
Marlen Mahal,"Kilpauk, Chennai",200 - 250
Beverly Hotel,"Kilpauk, Chennai",1200 - 1450
Kuber Suites and Banquet,"Kilpauk, Chennai","1,50,000"
