Venue Name,Venue Location,Price per Plate
Hotel Imax Inn Hall,"Bachupally, Hyderabad",518 - 718
Hamara Family Garden Hall,"Bachupally, Hyderabad",250 - 350
Suryadevara Gardens,"Bachupally, Hyderabad","80,000"
SM NarsingRao Gardens,"Bachupally, Hyderabad","1,61,600"
Krishna FunctionHall,"Bachupally, Hyderabad",450 - 550
Ullass Family Garden Mini Hall,"Bachupally, Hyderabad",300 - 400
KGR Convention Hall,"Bachupally, Hyderabad",1800 - 2000
KHR Banquet Hall,"Bachupally, Hyderabad","1,20,000"
Mahboob Convention 1,"Bachupally, Hyderabad","1,60,000"
Down Town Club,"Bachupally, Hyderabad","1,20,000"
Hamara Family Garden,"Bachupally, Hyderabad","1,20,000"
KHR Convention,"Bachupally, Hyderabad","80,000"
The Downtown Club,"Bachupally, Hyderabad","1,00,000"
Sapthapadi Gardens,"Bachupally, Hyderabad","2,00,000"
