Venue Name,Venue Location,Price per Plate
Jenvi Convention Hall,"Kompally, Hyderabad","3,00,000"
Hyndava Nimantran Convention,"Kompally, Hyderabad","1,40,000"
Hotel Kass,"Kompally, Hyderabad",475 - 725
Malnadu Kitchens and Banquet Hall,"Kompally, Hyderabad",575 - 775
Siddh Convention Center,"Kompally, Hyderabad",650 - 850
Hoysala INN,"Kompally, Hyderabad",450 - 650
Shree Convention Hall 1,"Kompally, Hyderabad",550 - 700
Chandra Reddy Gardens-Lawn,"Kompally, Hyderabad","4,15,000"
Rangasthalam Function Hall,"Kompally, Hyderabad",On Request
Auspacious Gardenia,"Kompally, Hyderabad","35,40,000"
Nimmala Convention,"Kompally, Hyderabad","3,50,000"
SNR Gardens,"Kompally, Hyderabad","4,82,000"
Rajkamal Palace,"Kompally, Hyderabad","11,00,000"
Golden Orchard,"Kompally, Hyderabad","1,80,000"
Chandra Reddy Gardens,"Kompally, Hyderabad","1,85,000"
V Convention Kompally,"Kompally, Hyderabad","6,00,000"
Siddh Marriage Hall,"Kompally, Hyderabad","2,00,000"
Siddh Convention,"Kompally, Hyderabad","2,50,000"
AMR Gardens Function Hall,"Kompally, Hyderabad","3,84,000"
Hyndava Gaurik Convention Hall 1,"Kompally, Hyderabad","4,50,000"
RD Convention Hall,"Kompally, Hyderabad","1,20,000"
RD Convention Centre,"Kompally, Hyderabad","1,00,000"
