Venue Name,Venue Location,Price per Plate
Shah Hyatt Palace Banquet Hall,"Rajendra Nagar, Hyderabad",450 - 650
Park Exotica Malang,"Rajendra Nagar, Hyderabad","3,00,000"
Mantra Banquets,"Rajendra Nagar, Hyderabad",375 - 525
Khushi Function Hall,"Rajendra Nagar, Hyderabad",On Request
Shah Hayat Palace,"Rajendra Nagar, Hyderabad","3,00,000"
MA Patel Function Hall,"Rajendra Nagar, Hyderabad","80,000"
SK Garden Function Hall,"Rajendra Nagar, Hyderabad","60,000"
AS Pink Rose Function Hall,"Rajendra Nagar, Hyderabad","80,000"
Sri Durga Convention Center,"Rajendra Nagar, Hyderabad","3,00,000"
IB Palace Function Hall,"Rajendra Nagar, Hyderabad","50,000"
T S Paradise Garden,"Rajendra Nagar, Hyderabad","2,56,000"
MQ Palace Hall,"Rajendra Nagar, Hyderabad","60,000"
