Venue Name,Venue Location,Price per Plate
Conrad Pune,"Koregaon Park, Pune",4018 - 5018
Hotel Phoenix,"Koregaon Park, Pune",750 - 850
Urban Nomads,"Koregaon Park, Pune",750 - 850
The Central Park Hotel,"Koregaon Park, Pune",750 - 850
Rohi Villa Palace,"Koregaon Park, Pune",850 - 950
Sunderban Resort & Spa,"Koregaon Park, Pune",750 - 900
The Celebration People,"Koregaon Park, Pune",750 - 900
Shatranj Banquets,"Koregaon Park, Pune",600
BALKRISHNA LAWNS,"Koregaon Park, Pune","80,000"
PENTHOUZE,"Koregaon Park, Pune","70,000"
MARRIOTT SUITES,"Koregaon Park, Pune","1,00,000"
Dutch Palace,"Koregaon Park, Pune","50,000"
O Hotel Pune,"Koregaon Park, Pune","1,50,000"
Blue Diamond Banquet Hall,"Koregaon Park, Pune","1,50,000"
SHATRANJ WINE AND WINE,"Koregaon Park, Pune","60,000"
Hotel Phoenix Hall,"Koregaon Park, Pune","20,000"
