Venue Name,Venue Location,Price per Plate
GRT Hotels Open Lawn,"Tiruvallur, Chennai",1100 - 1300
RR Grand Function Hall,"Tiruvallur, Chennai","20,000"
DSM Thirumana Mandapam,"Tiruvallur, Chennai","55,000"
Sri RadhaKrishna Kalyana Mandapam,"Tiruvallur, Chennai","1,00,000"
PKC Mahal,"Tiruvallur, Chennai","85,000"
PM Mahaal,"Tiruvallur, Chennai","2,00,018"
AP Star Marriage Hall,"Tiruvallur, Chennai","75,000"
Virutcham Banquete Hall,"Tiruvallur, Chennai","70,000"
NDP Kalyana Mandapam,"Tiruvallur, Chennai","3,20,048"
Sri Rajgreen Palace,"Tiruvallur, Chennai","20,000"
AKM Mini Hall,"Tiruvallur, Chennai","20,000"
Rose Mahal,"Tiruvallur, Chennai","2,10,018"
Msk wedding and convention Hall,"Tiruvallur, Chennai","3,30,000"
Lakshmi Mahal Ac,"Tiruvallur, Chennai","65,000"
Adithya Mahal,"Tiruvallur, Chennai","1,10,006"
Shanthi Kalyana Mandapam,"Tiruvallur, Chennai","1,30,000"
TS Srinivasa Chetty Bhagyalakshmi Thirumana Mandapam,"Tiruvallur, Chennai","39,000"
CKP Thirumana Mandapam,"Tiruvallur, Chennai","17,000"
CKP Kalyana Mandapam,"Tiruvallur, Chennai","15,000"
Deivam Marriage Hall,"Tiruvallur, Chennai","30,000"
Sri Venkateswara Marriage Hall,"Tiruvallur, Chennai","30,000"
Sri JKR Thirumana Mandapam,"Tiruvallur, Chennai","40,000"
Sri Devasena Party Hall AC,"Tiruvallur, Chennai","25,000"
Dhandayuthapani Mahal,"Tiruvallur, Chennai","40,000"
