Venue Name,Venue Location,Price per Plate
New Bandi Convention Hall,"Uppal, Hyderabad",350 - 425
Gravity Grand Hall,"Uppal, Hyderabad",400 - 500
Jaya Chandra Garden,"Uppal, Hyderabad","1,69,400"
Sri Mekala Bharathi Gardens,"Uppal, Hyderabad","1,10,000"
KKR Function Hall,"Uppal, Hyderabad","1,50,000"
B Ramaswamy Function Place,"Uppal, Hyderabad","40,000"
Balaji AC Function Hall,"Uppal, Hyderabad","1,10,000"
MNS Function Hall,"Uppal, Hyderabad","40,000"
MKBR ac convention Hall,"Uppal, Hyderabad","4,00,000"
CBS Convention,"Uppal, Hyderabad","3,50,000"
Vedika Banquet Hall,"Uppal, Hyderabad","30,000"
