Venue Name,Venue Location,Price per Plate
Sheetal Banquet Hall,"Malad West, Mumbai",805 - 1005
Mannrangi Banquet Hall,"Malad West, Mumbai",550 - 750
Vivette Banquets Hall,"Malad West, Mumbai",1050 - 1200
Swagath Bageecha 1,"Malad West, Mumbai",800 - 900
Elegance By Landmark Resedency Banquet Hall,"Malad West, Mumbai",655
VLP Banquet,"Malad West, Mumbai",800 - 800
Sejj Banquet Hall,"Malad West, Mumbai",500
The Resort Madh Marve,"Malad West, Mumbai",800 - 1000
Grand Hometel Banquet Hall,"Malad West, Mumbai",800 - 850
The Earth Banquet,"Malad West, Mumbai",400 - 500
Bhatia Island Palazzo Mension,"Malad West, Mumbai",500 - 600
Ashish Banquet,"Malad West, Mumbai",655
Silver Oaks Banquet Hall,"Malad West, Mumbai",725 - 805
Jayshree Banquet Hall,"Malad West, Mumbai",450 - 700
Rajora Banquets Hall 1,"Malad West, Mumbai",500 - 1000
The Empresa Hotel Hall,"Malad West, Mumbai",700 - 700
Rejoice Banquet,"Malad West, Mumbai",689 - 599
Aum Fine Dine,"Malad West, Mumbai",500 - 500
B MAD The Restaurant,"Malad West, Mumbai",400 - 401
The Resort,"Malad West, Mumbai",500 - 500
The Retreat And Convention Centre Lawn 1,"Malad West, Mumbai",1550 - 1650
Flags Banquet Hall,"Malad West, Mumbai",600 - 750
Russian Villa Lawn,"Malad West, Mumbai",650 - 750
Koli Samaj Banquet Hall,"Malad West, Mumbai",600
