Venue Name,Venue Location,Price per Plate
Pacific banquet,"Kharghar, Mumbai",420
Emerald Banquets,"Kharghar, Mumbai","1,000"
"Pranaam Banquet,Mumbai","Kharghar, Mumbai",500 - 650
Emerald Banquet Hall,"Kharghar, Mumbai",450 - 550
KKP Banquet Hall,"Kharghar, Mumbai",350 - 450
Lotus Luxury Banquet Hall,"Kharghar, Mumbai","70,000"
