Venue Name,Venue Location,Price per Plate
Ananya Eco Resorts Lawn,"Vanasthalipuram, Hyderabad",500 - 600
M Grand Banquet Hall 2,"Vanasthalipuram, Hyderabad",413 - 531
Royal Banquet Hall,"Vanasthalipuram, Hyderabad",250 - 350
Kinara Grand vanasthalipuram,"Vanasthalipuram, Hyderabad",650 - 850
Ananya Eco Resorts,"Vanasthalipuram, Hyderabad",300 - 400
Bommidi Lalitha Gardens Function Hall,"Vanasthalipuram, Hyderabad","2,86,000"
Pralavi Garden Function Hall,"Vanasthalipuram, Hyderabad",10
Sri Ganesh Conference Hall - 1,"Vanasthalipuram, Hyderabad","15,000"
Karnati Gardens Function Hall,"Vanasthalipuram, Hyderabad","2,40,000"
ME Reddy Function Hall,"Vanasthalipuram, Hyderabad","1,80,000"
SVS Simhas Banquet,"Vanasthalipuram, Hyderabad","45,000"
Sri Sai Thirumala Banquets,"Vanasthalipuram, Hyderabad","1,20,000"
Rock Banquets and Convention,"Vanasthalipuram, Hyderabad","2,50,000"
