Venue Name,Venue Location,Price per Plate
SKYE Banquet,"Kharghar, Navi Mumbai",850 - 950
Lotus Luxury Banquet,"Kharghar, Navi Mumbai",400 - 700
Singh Saab,"Kharghar, Navi Mumbai",700 - 800
Hotel Royal Tulip,"Kharghar, Navi Mumbai",1100 - 1250
Hotel Three Star,"Kharghar, Navi Mumbai",600
"Singh Saab, Kharghar","Kharghar, Navi Mumbai",650 - 750
Pranaam Banquet Hall,"Kharghar, Navi Mumbai",450 - 550
Grand Lotus Banquet Hall,"Kharghar, Navi Mumbai",550 - 750
Sai Leela Banquet Hall,"Kharghar, Navi Mumbai","40,000"
Grand Utsav Banquet Halls and Rooftop,"Kharghar, Navi Mumbai","4,00,000"
