Venue Name,Venue Location,Price per Plate
Nisarg Resort,"Virar, Mumbai",525 - 630
Balang Farm Resorts,"Virar, Mumbai",1000 - 1200
Suvi Palace,"Virar, Mumbai",600 - 720
Madhusudan Choudhari Banquet,"Virar, Mumbai",300 - 300
Mayank Banquet Hall,"Virar, Mumbai","15,000"
Nandanvan Resort,"Virar, Mumbai",263 - 368
Maanas Resort,"Virar, Mumbai",420 - 630
Krishnaji Banquet,"Virar, Mumbai",335 - 5
Laxmi Banquet Hall,"Virar, Mumbai",200 - 300
Aura Resort,"Virar, Mumbai",413
Mr Anand,"Virar, Mumbai",420 - 525
MossThe Resort,"Virar, Mumbai",605 - 755
Green Paradise Resort,"Virar, Mumbai",767 - 885
Club One Sapphire,"Virar, Mumbai",500 - 500
The Banjara Grand Hall 2,"Virar, Mumbai",400 - 400
Gangabai Jagannath Garden Hall,"Virar, Mumbai",400 - 400
Gurukrupa Hall2,"Virar, Mumbai",500 - 500
Sanskruti Banquets,"Virar, Mumbai",400 - 1
Yazoo Park,"Virar, Mumbai",550 - 650
Rajlaxmi Garden & Banquet Hall,"Virar, Mumbai",600 - 700
Anand Beach Resort,"Virar, Mumbai",300 - 400
Shree Kuber Banquet,"Virar, Mumbai",450
Vishnu Pratibha Hall,"Virar, Mumbai",550
The Imperial Banquet Hall,"Virar, Mumbai",700 - 850
