Venue Name,Venue Location,Price per Plate
JJ Holiday Farm Lawn,"Dongri, Mumbai",650 - 800
Cigad Hotel and Resort Lawn,"Dongri, Mumbai",700 - 850
Emerald Isle Resort Lawn,"Dongri, Mumbai",600 - 750
C Cube Resorts Lawn,"Dongri, Mumbai",600 - 750
Aden Banquet Hall,"Dongri, Mumbai",450 - 550
U Tan Sea Resort,"Dongri, Mumbai","1,000"
Bobbys Dream,"Dongri, Mumbai","25,000"
