Venue Name,Venue Location,Price per Plate
Shri VS Chellam Century Hall,"Kamarajar Salai, Madurai","1,35,000"
Notebook Hall,"Kamarajar Salai, Madurai","1,15,000"
Arunachalam kamalambal Mahal Ac,"Kamarajar Salai, Madurai","1,60,000"
Chandra Kulanthai Mahal,"Kamarajar Salai, Madurai","84,018"
SVSV Subramaniam Pushpavalli Kalyana Mahal,"Kamarajar Salai, Madurai","80,018"
CMP Pushpam Mandram,"Kamarajar Salai, Madurai",On Request
Radesa Mahal,"Kamarajar Salai, Madurai","70,000"
PPC Mini Hall,"Kamarajar Salai, Madurai","10,000"
KS Punnavana Nadar Mahal,"Kamarajar Salai, Madurai","1,50,018"
Maharajan Ambalam Rajammal Thirumana Maligai,"Kamarajar Salai, Madurai","1,77,000"
