Venue Name,Venue Location,Price per Plate
Srishti Vatika Farmhouse,"Rohtak, Delhi Ncr","1,20,000"
The Grand Lagan Hotel And Banquet Hall 1,"Rohtak, Delhi Ncr","90,000"
The ParkQueen Hotels Resort,"Rohtak, Delhi Ncr",1705 - 2005
The Catalina Hotel,"Rohtak, Delhi Ncr","1,500"
Hotel Maharaja,"Rohtak, Delhi Ncr",850 - 950
KCM Motel,"Rohtak, Delhi Ncr",800 - 1000
Dreamz Party Hall,"Rohtak, Delhi Ncr",500
Hotel Rivoli Hall 1,"Rohtak, Delhi Ncr",750 - 750
The Radiant Lawns and Banquet,"Rohtak, Delhi Ncr",900 - 900
Rajesh Party Hall,"Rohtak, Delhi Ncr",800 - 1000
SURYA MARRIAGE GARDEN HALL,"Rohtak, Delhi Ncr",800 - 1000
Galaxy Garden,"Rohtak, Delhi Ncr",700 - 850
Utsav Hotel,"Rohtak, Delhi Ncr",550 - 1000
Raj Marriage Palace,"Rohtak, Delhi Ncr",950 - 1050
Royal Paradise Banquets And Party Lawn,"Rohtak, Delhi Ncr",950 - 1050
The Gazania Marriage Hall,"Rohtak, Delhi Ncr",1200 - 1500
Green Island Resorts,"Rohtak, Delhi Ncr",500 - 800
Millenium Palace,"Rohtak, Delhi Ncr","80,000"
The singhasan jind,"Rohtak, Delhi Ncr","30,000"
Kalinga Grand,"Rohtak, Delhi Ncr","15,000"
Shri Krishna Palace,"Rohtak, Delhi Ncr","96,000"
The Heritage Palace,"Rohtak, Delhi Ncr","50,000"
Garima Garden,"Rohtak, Delhi Ncr",505 - 605
Ramaya The Boutique Hotel,"Rohtak, Delhi Ncr","20,000"
