Venue Name,Venue Location,Price per Plate
Kashmir Bhavan,"Tilak Nagar, Bangalore",800 - 1000
Kuruhina Setty Kalyana Mantapa,"Tilak Nagar, Bangalore","47,000"
Firdose Function Hall,"Tilak Nagar, Bangalore","33,018"
