Venue Name,Venue Location,Price per Plate
Silicon Suites,"Hesaraghatta Main Road, Bangalore",368 - 468
Himadri Banquet Hall 1,"Hesaraghatta Main Road, Bangalore",393
Gayatri Grand Banquet Hall,"Hesaraghatta Main Road, Bangalore",300
V One Conference Hall,"Hesaraghatta Main Road, Bangalore",500 - 700
HVM Party Hall,"Hesaraghatta Main Road, Bangalore",350 - 500
Paarijaatha Grand,"Hesaraghatta Main Road, Bangalore","1,05,000"
NMH Convention Hall,"Hesaraghatta Main Road, Bangalore","1,05,002"
Sri Giri Convention Hall,"Hesaraghatta Main Road, Bangalore","1,45,000"
Hanumakka Giriyappa Convention Hall,"Hesaraghatta Main Road, Bangalore","1,50,000"
Sri Arkeshwaraswamy Kalyana Mantapa,"Hesaraghatta Main Road, Bangalore","65,000"
Srimati Sarojamma Mahal,"Hesaraghatta Main Road, Bangalore","94,000"
