Venue Name,Venue Location,Price per Plate
Tulip Inn Imperial,"Kumara Park, Bangalore",763 - 926
Sri ram convention hall,"Kumara Park, Bangalore","66,000"
"Tulip Inn, Bangalore","Kumara Park, Bangalore","80,000"
