Venue Name,Venue Location,Price per Plate
Srishti Vilasa,"Kanakapura Road, Bangalore","75,000"
Confido Inn and Suites Hall,"Kanakapura Road, Bangalore",500 - 550
Orange Woods Resort,"Kanakapura Road, Bangalore",1068 - 1068
Sky Blue Orchids Resort,"Kanakapura Road, Bangalore",1534 - 1534
Nesara Centre For Culture,"Kanakapura Road, Bangalore","5,50,000"
Amegundi Resort,"Kanakapura Road, Bangalore",1205 - 1205
Nandhana Palace Kanakapura,"Kanakapura Road, Bangalore",413 - 531
Green Wood Holidays,"Kanakapura Road, Bangalore",1068 - 1068
Panchvati Comforts,"Kanakapura Road, Bangalore",367
ACE Inn,"Kanakapura Road, Bangalore",818 - 918
Friends Party Hall,"Kanakapura Road, Bangalore",350 - 500
Chithravana Farm Banquet Hall,"Kanakapura Road, Bangalore",800 - 1000
Discovery Village Kabini,"Kanakapura Road, Bangalore",850 - 950
Khedda Tamara Mini Hall,"Kanakapura Road, Bangalore",950 - 950
Urban Valley Open Lawn 1,"Kanakapura Road, Bangalore","2,50,000"
Vanaa Resorts Convention Hall,"Kanakapura Road, Bangalore","3,00,000"
Elim Resorts Open Lawn 1,"Kanakapura Road, Bangalore","1,50,000"
Thappalu Resorts Main Open Lawn,"Kanakapura Road, Bangalore","1,50,000"
Pramila party hall,"Kanakapura Road, Bangalore",367
Vishwas Hallimane Party Hall 1,"Kanakapura Road, Bangalore",150 - 200
Holiday Village Open Lawn,"Kanakapura Road, Bangalore","80,000"
Valley of Flowers By The Odyssey Retreat,"Kanakapura Road, Bangalore","1,80,018"
Jungle Night,"Kanakapura Road, Bangalore","1,20,000"
SB Kalyana Mantapa,"Kanakapura Road, Bangalore","1,00,000"
