Venue Name,Venue Location,Price per Plate
Aroona Banquet Hall,"Kalher, Mumbai",200
Rasmit Banquet hall,"Kalher, Mumbai",500 - 600
Matoshri Mangal Karyalay,"Kalher, Mumbai",200
Rajhans Garden Mangal Karyalay,"Kalher, Mumbai",150
Blessing Garden Hall,"Kalher, Mumbai",625 - 999
Rasmit Hall,"Kalher, Mumbai",550 - 750
Hyder Garden,"Kalher, Mumbai","50,000"
M Anwar Function Hall,"Kalher, Mumbai","5,000"
Radheshwari Mangal Karyalay,"Kalher, Mumbai","30,000"
Ramdev Lawns,"Kalher, Mumbai","50,000"
Aditya Lawns,"Kalher, Mumbai","50,000"
