Venue Name,Venue Location,Price per Plate
Paras Minar Hotels,"Janakpuri, Delhi Ncr",700 - 800
Sanskriti Banquets Hotels,"Janakpuri, Delhi Ncr","1,800"
Plazzo Inn Hall 1,"Janakpuri, Delhi Ncr","1,050"
Wedding Paradise,"Janakpuri, Delhi Ncr",1350 - 1500
White House Party Palace,"Janakpuri, Delhi Ncr",1 - 1
Imperia Banquet Hall 1,"Janakpuri, Delhi Ncr",1000 - 1100
RDs Fiesta Banquets,"Janakpuri, Delhi Ncr",900 - 1200
Bikanervala Banquet Hall,"Janakpuri, Delhi Ncr",799
Hotel Darpan Palace,"Janakpuri, Delhi Ncr",300 - 800
OYO Banquet Hall,"Janakpuri, Delhi Ncr",600 - 800
MSK Residency,"Janakpuri, Delhi Ncr",600 - 750
Over The Top Hall,"Janakpuri, Delhi Ncr",700 - 850
Shree Satyam Garden,"Janakpuri, Delhi Ncr",800 - 900
Utsav Garden,"Janakpuri, Delhi Ncr",700 - 900
Stardom Banquet Hall,"Janakpuri, Delhi Ncr",600 - 800
Mansaram Garden,"Janakpuri, Delhi Ncr","28,000"
Stardom Banquet Janakpuri,"Janakpuri, Delhi Ncr","60,000"
