Venue Name,Venue Location,Price per Plate
Sri Varadharaja Kalyana Mandapam,"Masinaickenpatti, Salem","17,000"
Sri Sai Gokul Triumana Mandapam,"Masinaickenpatti, Salem","19,000"
Sri Varadharaja Perumal Thirumana Mandapam,"Masinaickenpatti, Salem","25,000"
