Venue Name,Venue Location,Price per Plate
Fortuna River Banks Water Front Resort Open space,"Thoppumpady, Kochi",250 - 350
whispering mangrove home stay,"Thoppumpady, Kochi",350 - 450
Hotel Geo,"Thoppumpady, Kochi",354 - 413
Philips Foyer,"Thoppumpady, Kochi",500 - 650
SiYa Chauhan Professional Make-up Artist,"Thoppumpady, Kochi",On Request
Marina Convention Centre,"Thoppumpady, Kochi","55,000"
The Gallery Auditorium Hall 1,"Thoppumpady, Kochi",On Request
MAM Hall,"Thoppumpady, Kochi","8,500"
Neelima Hall,"Thoppumpady, Kochi","9,000"
Lulu Bolgatty International Convention Center Grand ball room,"Thoppumpady, Kochi","9,25,000"
Bell wether Hall,"Thoppumpady, Kochi","10,000"
DJ Hall,"Thoppumpady, Kochi","6,000"
Rozarios Harriet Hall,"Thoppumpady, Kochi","15,000"
C E Xavier Hall,"Thoppumpady, Kochi","60,000"
Rose Gardens,"Thoppumpady, Kochi",On Request
Divine Hall,"Thoppumpady, Kochi","12,000"
Marion Hall,"Thoppumpady, Kochi","22,000"
