Venue Name,Venue Location,Price per Plate
Mastiff Grand The Sia Palace Suites and Banquet,"Karjat, Mumbai",1350 - 1550
Hirkani Resort,"Karjat, Mumbai",800 - 900
Chandane Farmhouse,"Karjat, Mumbai",600 - 700
Royal Garden Mangal Karyalay Banquet Hall,"Karjat, Mumbai",212 - 295
Seven Star Holiday Resort,"Karjat, Mumbai",1830 - 1830
CBC Residency,"Karjat, Mumbai",500 - 800
Leelas Resort,"Karjat, Mumbai",430 - 730
Vasant Holiday's Farm House,"Karjat, Mumbai",650 - 850
The Forest Club Resort,"Karjat, Mumbai",1100 - 1350
Paramount Riverfront Resort Spa,"Karjat, Mumbai",800 - 1000
Sentosa Farm Karjat Lawn,"Karjat, Mumbai",400 - 500
Shelke Resort,"Karjat, Mumbai",500 - 700
Rivergate Resort,"Karjat, Mumbai",800
Hotel Raj Cottage Lawn,"Karjat, Mumbai","55,018"
Pearl Garden Hotel Lawn,"Karjat, Mumbai","1,21,000"
Moonstone Hammock Open Lawn,"Karjat, Mumbai","1,50,000"
Mohili Meadows Resort,"Karjat, Mumbai","2,00,000"
