Venue Name,Venue Location,Price per Plate
Grand Bharath Banquet Hall,"Malakpet, Hyderabad",350 - 500
Meridian Function Palace Hall,"Malakpet, Hyderabad","60,000"
Hotel New Anupama Banquet Hall,"Malakpet, Hyderabad",375 - 475
Sohail hotel,"Malakpet, Hyderabad",468 - 568
New Royal Banquet Hall,"Malakpet, Hyderabad","25,000"
Chandni Function Hall,"Malakpet, Hyderabad","25,000"
Officers Mess Function Plaza,"Malakpet, Hyderabad",On Request
Swathy Function Hall,"Malakpet, Hyderabad","22,000"
BK Function Palace 1,"Malakpet, Hyderabad","1,70,000"
Sapphire Function Palace,"Malakpet, Hyderabad","80,000"
Moon Function Palace,"Malakpet, Hyderabad","2,00,000"
