Venue Name,Venue Location,Price per Plate
Marigold the Little Hall,"Santacruz East, Mumbai","10,000"
Vallabh Banquets Hall,"Santacruz East, Mumbai",750 - 850
Lemon Tree Premier-Mumbai International,"Santacruz East, Mumbai","1,500"
Praful Hall,"Santacruz East, Mumbai",450
Noor A/C Banquet Hall,"Santacruz East, Mumbai",1500 - 2000
Hotel Aarya International,"Santacruz East, Mumbai",450
Billawa Bhavan Hall,"Santacruz East, Mumbai",400
Ola Vakkola Banquets,"Santacruz East, Mumbai",600 - 700
Gold Star Banquet Hall,"Santacruz East, Mumbai","25,000"
Billawa Bhavan,"Santacruz East, Mumbai",450
