Venue Name,Venue Location,Price per Plate
The Galaxy Resorts,"Bahadurgarh, Delhi",518 - 818
Ujjwal Garden,"Bahadurgarh, Delhi","1,00,000"
Vrindavan Garden Bahadurgarh,"Bahadurgarh, Delhi","55,000"
Shagun Mahal,"Bahadurgarh, Delhi","1,218"
Hotel SK Park Rosella,"Bahadurgarh, Delhi",600 - 800
J D Celebration,"Bahadurgarh, Delhi","1,418"
Maharaja Palace,"Bahadurgarh, Delhi",718
Roop Garden Hall,"Bahadurgarh, Delhi",515 - 715
Hotel Red Huts Banquet Hall,"Bahadurgarh, Delhi",818 - 1218
Kashi Garden,"Bahadurgarh, Delhi",850
Hotel Blue Heaven Mini Hall,"Bahadurgarh, Delhi",450
R K Farm,"Bahadurgarh, Delhi","1,77,000"
Lee Farm,"Bahadurgarh, Delhi","1,41,600"
Rajvansh Garden,"Bahadurgarh, Delhi","50,000"
Shree Shyam ji Vatika,"Bahadurgarh, Delhi","35,000"
Solanki Vatika,"Bahadurgarh, Delhi","60,000"
Narendra Farm,"Bahadurgarh, Delhi","70,000"
Rathee Farm,"Bahadurgarh, Delhi","1,10,000"
Ishika Garden,"Bahadurgarh, Delhi","40,000"
Deepali Garden,"Bahadurgarh, Delhi","50,000"
City Palace,"Bahadurgarh, Delhi","51,000"
Amar Vatika,"Bahadurgarh, Delhi","50,000"
Priya Vatika,"Bahadurgarh, Delhi","35,000"
Dalip Farm & AC Banquet,"Bahadurgarh, Delhi","70,000"
