Venue Name,Venue Location,Price per Plate
Khayaban Banquet Hall,"Okhla, Delhi",500 - 600
The ICs Hotel,"Okhla, Delhi",550 - 650
Park Inn,"Okhla, Delhi",800 - 1000
Hotel Conclave Executive,"Okhla, Delhi",700 - 900
Hotel Hans Jasola,"Okhla, Delhi",900 - 1000
Hotel River View,"Okhla, Delhi",1250 - 1500
Shyama Banquets Hall 1,"Okhla, Delhi",650 - 850
Crowne Plaza Okhla,"Okhla, Delhi",850 - 950
Okas Grand,"Okhla, Delhi",1118 - 1368
Khayaban Hotel,"Okhla, Delhi",1000 - 1200
Swadeshi Party Hall,"Okhla, Delhi",450 - 600
Sattu Sagwan Lawn,"Okhla, Delhi","18,000"
The Ic's Hotel,"Okhla, Delhi","18,000"
Eliza Celebration Hall,"Okhla, Delhi","35,000"
Moonlight Marriage Hall,"Okhla, Delhi","50,000"
