Venue Name,Venue Location,Price per Plate
Quality Inn Sabari Grand,"T Nagar, Chennai",1000 - 1500
EVP Rajeswari Marriage Palace,"T Nagar, Chennai","1,58,000"
Accord Metropolitan Chennai Sapphire Banquet Hall,"T Nagar, Chennai",1300 - 2214
SS Kalyana Mahal,"T Nagar, Chennai","2,36,000"
Olive and Orchard Banquet Halls,"T Nagar, Chennai","65,000"
Jaag Hotel,"T Nagar, Chennai",750 - 850
Geetham Mahal,"T Nagar, Chennai","56,000"
Aadith Hall A/C,"T Nagar, Chennai",200
GT Grande Banquet Hall,"T Nagar, Chennai",450 - 600
Gnanambiga Party Hall,"T Nagar, Chennai","1,50,000"
Vinoba Hall,"T Nagar, Chennai","22,500"
Sri Bhuvaneshwari Kalyana Mandapam,"T Nagar, Chennai","1,30,000"
