Venue Name,Venue Location,Price per Plate
Juhu Club Millennium,"Vile Parle West, Mumbai",700 - 700
Babubhai Jagjivandas Hall,"Vile Parle West, Mumbai",900 - 900
West Block At Sahara Star,"Vile Parle West, Mumbai",800 - 800
Ala Mode Banquets,"Vile Parle West, Mumbai",1000 - 1200
Hotel Citizen Banquet Hall,"Vile Parle West, Mumbai",500 - 500
Shree Gurjar Sutar Vishwakarma Baug,"Vile Parle West, Mumbai",450
Amrutbaug Charity Trust,"Vile Parle West, Mumbai",800
Jalaram Banquet Hall,"Vile Parle West, Mumbai","1,000"
Mithila Hall,"Vile Parle West, Mumbai",550
International Society for Krishna Consciousnes,"Vile Parle West, Mumbai",400 - 400
Sun And Sand Hotel,"Vile Parle West, Mumbai","5,00,000"
Hotel Tulip Star Lawn,"Vile Parle West, Mumbai",918 - 1118
