Venue Name,Venue Location,Price per Plate
Hotel Baha,"Edappally, Kochi",413 - 531
Kochi Marriott Hotel,"Edappally, Kochi","5,25,000"
Kay Pees Inn IShes Hall,"Edappally, Kochi",325 - 400
Hotel Highway Garden,"Edappally, Kochi",630 - 750
Aamri Beach Resort,"Edappally, Kochi",500 - 700
TGR Suites Lime light,"Edappally, Kochi",590 - 649
Bens Home Stay Open space,"Edappally, Kochi",500 - 500
Laimar Suites,"Edappally, Kochi",500 - 700
Burooj Luxury Hotel,"Edappally, Kochi",225 - 250
The Chandys Hotel Antiriez,"Edappally, Kochi",472 - 531
Majlis Open Space,"Edappally, Kochi",320 - 400
Platinum Jubilee Hall,"Edappally, Kochi",150 - 250
GreenBerg Holiday Resorts Banqet Hall,"Edappally, Kochi",650 - 650
Highway Garden Convention center,"Edappally, Kochi",1000 - 1200
Gayathri kalayana Mandapam Main Hall,"Edappally, Kochi","85,000"
Bright Residency,"Edappally, Kochi",On Request
Noor Kitchenette Residency,"Edappally, Kochi",On Request
NB Francis Memorial Hall,"Edappally, Kochi","20,000"
Kadamakuzhi Home Stay,"Edappally, Kochi","15,000"
Ashis Convention Centre,"Edappally, Kochi","95,000"
Trinita Casa Convention Center and Auditorium,"Edappally, Kochi","1,30,000"
Trinita Casa,"Edappally, Kochi","1,60,000"
Edassery Island Inn,"Edappally, Kochi","1,50,000"
