Venue Name,Venue Location,Price per Plate
Muthu Valli Paradise,"Ponneri, Chennai","2,15,000"
Ponneri Gymkhana Club,"Ponneri, Chennai","80,000"
Arun Nivas Kalyana Mandapam,"Ponneri, Chennai","55,000"
Sri Venkateshwara Tirumana Mandapam,"Ponneri, Chennai","60,000"
