Venue Name,Venue Location,Price per Plate
Dukes Resort,"Lonavala, Pune","60,000"
Regenta SGS Lonavla,"Lonavala, Pune","40,000"
The Bark - An Art Resort,"Lonavala, Pune",750 - 950
Aashiyaanaa Hospitality,"Lonavala, Pune",600 - 800
Doves Kohinoor Exotica Lonavala,"Lonavala, Pune",500 - 750
Ekvira Lawns,"Lonavala, Pune",700 - 1000
Ellegance Hill Resort,"Lonavala, Pune",700 - 1000
Hotel Chandralok,"Lonavala, Pune",1500 - 2000
Villa San Lawrenz,"Lonavala, Pune",800 - 1000
The Adarsh Hotel,"Lonavala, Pune","1,000"
Palm Manor,"Lonavala, Pune",800 - 1000
Mezbaan Villa,"Lonavala, Pune",1000 - 1500
Sunny Da Dhaba,"Lonavala, Pune","20,000"
Pinaki Emmerald Stay,"Lonavala, Pune","40,000"
Aron Resort Inn,"Lonavala, Pune","80,000"
Maharaja Agrasen Lawn,"Lonavala, Pune","1,20,000"
Sterling Lonavala,"Lonavala, Pune","80,000"
Retreat Heritage,"Lonavala, Pune","70,000"
Triose Boutique Hotel,"Lonavala, Pune","70,000"
Fariyas Lawn,"Lonavala, Pune","1,20,000"
Honeybee Resort,"Lonavala, Pune","70,000"
Le Papillon,"Lonavala, Pune","70,000"
The Orchid Lonavala,"Lonavala, Pune","1,00,000"
Hotel Navdurga,"Lonavala, Pune","60,000"
