Venue Name,Venue Location,Price per Plate
Hotel M V Boutique Hall 1,"Gajuwaka, Visakhapatnam","50,000"
SVNR Function Hall,"Gajuwaka, Visakhapatnam","60,000"
Gbr Marraige Hall,"Gajuwaka, Visakhapatnam",450 - 500
Aruna Chinna Apparao Marriage Hall,"Gajuwaka, Visakhapatnam",600 - 800
AQJ Community Hall,"Gajuwaka, Visakhapatnam",700 - 1200
Hotel GMT,"Gajuwaka, Visakhapatnam",220 - 350
srinivas function hall,"Gajuwaka, Visakhapatnam","30,018"
Best Western Ramachandra,"Gajuwaka, Visakhapatnam","50,000"
Hotel SBT,"Gajuwaka, Visakhapatnam","27,000"
Banquet Leaf Surabhi,"Gajuwaka, Visakhapatnam","1,69,018"
Dasapalla Executive Court Hall,"Gajuwaka, Visakhapatnam","45,018"
Utsav Function Hall,"Gajuwaka, Visakhapatnam","1,00,000"
GBR Function Hall,"Gajuwaka, Visakhapatnam","1,00,000"
Green Apple Swathi Banquet Hall,"Gajuwaka, Visakhapatnam","45,000"
Carnel Function Hall,"Gajuwaka, Visakhapatnam","45,000"
Gudivada Appanna Kalyana Mandapam,"Gajuwaka, Visakhapatnam","15,000"
AR Grand Hotel Banquet Hall,"Gajuwaka, Visakhapatnam","35,000"
Surya Function Hall,"Gajuwaka, Visakhapatnam","70,000"
JV Gardens,"Gajuwaka, Visakhapatnam","50,000"
Aura Banquet Hall,"Gajuwaka, Visakhapatnam","90,000"
Carmel Function Hall,"Gajuwaka, Visakhapatnam","60,000"
Padmasree Function Hall,"Gajuwaka, Visakhapatnam","1,00,000"
Pydanna Gardens,"Gajuwaka, Visakhapatnam","50,000"
Utsav Function Hall,"Gajuwaka, Visakhapatnam","50,000"
