Venue Name,Venue Location,Price per Plate
Shadi Mahal Hall,"Mumbra, Mumbai",1000 - 1200
Sanskar Lawn,"Mumbra, Mumbai",180 - 300
Anant Ceremony Hall,"Mumbra, Mumbai",200 - 400
Saniya Celebration Hall,"Mumbra, Mumbai",550 - 650
Wafa Wedding Hall,"Mumbra, Mumbai","1,50,000"
Star Garden Hall,"Mumbra, Mumbai","1,00,000"
Unique Wedding Hall,"Mumbra, Mumbai",On Request
