Venue Name,Venue Location,Price per Plate
Rooftoop,"Mayur Vihar, Delhi",600 - 600
JRP Vatika,"Mayur Vihar, Delhi","1,200"
SK Eastend Party Hall,"Mayur Vihar, Delhi",1200 - 1500
L Elegant Hotel and Banquets,"Mayur Vihar, Delhi",1800 - 1800
Golden Palace Banquet Hall 1,"Mayur Vihar, Delhi","1,100"
Holiday Inn Mayur Vihar,"Mayur Vihar, Delhi",1 - 1
The Dream Villa Banquet Hall,"Mayur Vihar, Delhi",1200 - 1400
Sabhyata Banquet,"Mayur Vihar, Delhi","1,118"
Neelam City Banquets Hall 1,"Mayur Vihar, Delhi",750 - 950
Crowne Plaza Mayur Vihar,"Mayur Vihar, Delhi",2518 - 3018
Narayana Banquet Hall,"Mayur Vihar, Delhi",500 - 650
Hotel Blue Pearl,"Mayur Vihar, Delhi",600 - 800
L'Elegant Royal Banquet,"Mayur Vihar, Delhi",1800 - 2500
Modernio,"Mayur Vihar, Delhi",650 - 800
DDA KPM Community Hall,"Mayur Vihar, Delhi",800 - 1100
DK Celebration,"Mayur Vihar, Delhi",1500 - 1800
DK Celebration Hall,"Mayur Vihar, Delhi","1,50,000"
EDMC Community Hall Old Kondli,"Mayur Vihar, Delhi","15,018"
