Venue Name,Venue Location,Price per Plate
Jaydeep Mangal Karyalaya,"Saswad, Pune",700
Apeksha Palace Lawn,"Saswad, Pune","35,000"
Om Shri Sharda Lawns,"Saswad, Pune","1,30,000"
