Venue Name,Venue Location,Price per Plate
VISHNUKRUPA HALL,"Mangalwar Peth, Pune",300
Lokmanya Sabhagruha,"Mangalwar Peth, Pune",340
Kapil Residency Parage Chowk,"Mangalwar Peth, Pune",1250 - 1400
