Venue Name,Venue Location,Price per Plate
Institution of Agricultural Technologists,"Vasanth Nagar, Bangalore",5518 - 5518
Fortune Select JP Cosmos - Aries Hall,"Vasanth Nagar, Bangalore",1155 - 1365
Sovereign Suites,"Vasanth Nagar, Bangalore",525 - 840
Citrus Hotel Cunningham,"Vasanth Nagar, Bangalore",750 - 950
Tennis Pavilion,"Vasanth Nagar, Bangalore",1500 - 1600
Sri D Devaraja Urs Bhavan,"Vasanth Nagar, Bangalore","90,000"
Jasma Bhavan Kalyan Mantap Hall,"Vasanth Nagar, Bangalore","1,10,000"
