Venue Name,Venue Location,Price per Plate
A N R Garden The Function Hall,"Nacharam, Hyderabad","1,00,000"
Noma Convention Center,"Nacharam, Hyderabad",On Request
Yadagiri Function Hall,"Nacharam, Hyderabad","2,20,600"
N F Gardens,"Nacharam, Hyderabad","2,20,800"
Baba Palace Function Hall,"Nacharam, Hyderabad","65,000"
Pride Resorts,"Nacharam, Hyderabad","3,50,000"
