Venue Name,Venue Location,Price per Plate
SSK Banquet Hall 1,"Malkajgiri, Hyderabad",430 - 530
Raiyan Banquet Hall 1,"Malkajgiri, Hyderabad",370 - 470
Hotel Shubham Celebrations - Flavours,"Malkajgiri, Hyderabad",442 - 560
Adi Velama Bhavan Function Hall,"Malkajgiri, Hyderabad",300 - 400
Raiyan Banquet Hall,"Malkajgiri, Hyderabad",350 - 450
Amogham Banquet Hall,"Malkajgiri, Hyderabad",650 - 750
Sree Sarikonda Narsimha Reddy Gardens,"Malkajgiri, Hyderabad","2,03,400"
Devi Gardens,"Malkajgiri, Hyderabad","2,66,000"
Sridevi Function Hall,"Malkajgiri, Hyderabad",10
GSR Gardens,"Malkajgiri, Hyderabad","80,000"
Shikari Malliah Garden Function Hall,"Malkajgiri, Hyderabad","95,000"
Amogham Banquet Hall by Kritunga,"Malkajgiri, Hyderabad","45,000"
Devi Gardens,"Malkajgiri, Hyderabad","4,00,000"
Sridevi Function Halls,"Malkajgiri, Hyderabad","90,000"
Mudhiraj Bhawan Function Hall,"Malkajgiri, Hyderabad","10,000"
Sree Shubam Function Hall AC,"Malkajgiri, Hyderabad","45,000"
Tirumala Gardens,"Malkajgiri, Hyderabad","1,45,800"
Sri Lakshmi Sai Gardens Function Hall,"Malkajgiri, Hyderabad","1,40,000"
Sri Balaji Function Hall,"Malkajgiri, Hyderabad","1,20,000"
