Venue Name,Venue Location,Price per Plate
Mehndi Resorts,"Sonipat, Delhi",1018 - 1518
Satkar Palace,"Sonipat, Delhi",650 - 750
City Palace Banquets,"Sonipat, Delhi","95,000"
Blessings Banquet,"Sonipat, Delhi","85,000"
Green Fields Resort Lawn,"Sonipat, Delhi","10,000"
The Utsav Grand banquets,"Sonipat, Delhi","1,000"
Royal castle,"Sonipat, Delhi",900
Vasundhara Garden,"Sonipat, Delhi",900
NOOR MAHAL,"Sonipat, Delhi",1000 - 1200
Shree Ji Villas,"Sonipat, Delhi",800 - 1200
Cozette Hotel,"Sonipat, Delhi",1000 - 1600
Velvet Clarks Exotica,"Sonipat, Delhi",1200 - 1400
Hotel Jewels,"Sonipat, Delhi",500 - 700
Geeta Sarovar Portico,"Sonipat, Delhi",1500 - 1800
Saubhagya Resorts,"Sonipat, Delhi",800 - 1000
Hotel Sonipat Residency,"Sonipat, Delhi",700 - 900
New Bulbul Restaurants,"Sonipat, Delhi",800 - 1100
Regenta Almeida,"Sonipat, Delhi",1200 - 1400
Sun Park Resort,"Sonipat, Delhi",1400 - 1600
Harsh Party Zone,"Sonipat, Delhi",800 - 1000
Jurasik Park Inn,"Sonipat, Delhi",1200 - 1500
Manav Garden,"Sonipat, Delhi",19980 - 2318
Aggarwal Bhawan,"Sonipat, Delhi",750
Best Western Country Woods Hotel,"Sonipat, Delhi",1200 - 1400
