Venue Name,Venue Location,Price per Plate
Royal Blue,"Nangloi, Delhi Ncr",1500 - 1600
August Hue,"Nangloi, Delhi Ncr",900 - 1100
Karan vatika,"Nangloi, Delhi Ncr",600 - 600
The Victorian Palace,"Nangloi, Delhi Ncr",800 - 900
Royal Palace Banquet,"Nangloi, Delhi Ncr",2000 - 2000
Manhar Banquet,"Nangloi, Delhi Ncr",550
Himanshi Garden,"Nangloi, Delhi Ncr","94,400"
Fauji Vatika Hall,"Nangloi, Delhi Ncr","81,018"
Amar Vatika,"Nangloi, Delhi Ncr","1,18,000"
Sahil Vatika,"Nangloi, Delhi Ncr","85,000"
Choudhary Garden Open Lawn 1,"Nangloi, Delhi Ncr","80,000"
Gajanan vatika,"Nangloi, Delhi Ncr","1,50,000"
Bansal vatika,"Nangloi, Delhi Ncr","45,000"
