Venue Name,Venue Location,Price per Plate
KMS Mahal,"Pallavaram, Chennai","3,60,000"
Inayath Palace,"Pallavaram, Chennai","70,800"
Jamal Palace,"Pallavaram, Chennai","1,06,200"
Inayath Mahal,"Pallavaram, Chennai","85,000"
