Venue Name,Venue Location,Price per Plate
SRV Party Hall,"Malleswaram, Bangalore","20,018"
Sri Gayathri Mini Hall,"Malleswaram, Bangalore",On Request
1947 Banquet Hall Malleswaram,"Malleswaram, Bangalore",550
SuchiRuchi banquet 1,"Malleswaram, Bangalore",300
The Northern Terrace,"Malleswaram, Bangalore",1618 - 1818
Bindiga Peak Resorts,"Malleswaram, Bangalore",799 - 899
New Krishna Bhavan Vrindawan,"Malleswaram, Bangalore",315
GM Rejoyz Banquet Hall 1,"Malleswaram, Bangalore",324 - 369
Galaxy Club Banquet Hall,"Malleswaram, Bangalore",850 - 950
G M Rejoyz,"Malleswaram, Bangalore",600 - 800
The Green path Banquet hall,"Malleswaram, Bangalore",288 - 577
TTD Kalyana Mantapa,"Malleswaram, Bangalore","50,018"
Swathishree party Hall,"Malleswaram, Bangalore","18,000"
Sri Yadugiri Yathiraja Mutt,"Malleswaram, Bangalore","1,00,000"
The Canara Union Kalyana Mantapa,"Malleswaram, Bangalore","70,518"
KV Ashrama Kalyana Mantapa,"Malleswaram, Bangalore","53,018"
Shri Keramalu Veeranna Bhavana kalyana mantapa,"Malleswaram, Bangalore","28,000"
Kanika Swamy Convention Hall,"Malleswaram, Bangalore","47,018"
Puttamm Benky Lakshmaiya Kalyana Mantappa,"Malleswaram, Bangalore","1,15,018"
Sri Balaji Convention Hall,"Malleswaram, Bangalore","60,018"
RS Convention Hall,"Malleswaram, Bangalore","1,65,018"
T K Convention Hall,"Malleswaram, Bangalore","50,000"
Ubhaya Vedantha Paravaratna Sabha,"Malleswaram, Bangalore","65,000"
ISKCON Kalyana Mantapa,"Malleswaram, Bangalore","53,000"
