Venue Name,Venue Location,Price per Plate
Deccan Pavilion Banquet Hall,"Dhayari, Pune",668 - 650
Veer Banquet AC Hall,"Dhayari, Pune",850 - 950
Arohi Banquet Hall,"Dhayari, Pune",550 - 650
Muktai Garden Mangal Karyalaya,"Dhayari, Pune",1500 - 1600
Ruby Party Hall,"Dhayari, Pune","10,000"
SHREE DHARESHWAR MANGAL KARYALAY,"Dhayari, Pune","90,000"
Veer Banquets hall,"Dhayari, Pune","18,000"
Savitri Group,"Dhayari, Pune","65,000"
