Venue Name,Venue Location,Price per Plate
Murugan Thirumana Mandapam,"Madipakkam, Chennai","1,30,000"
Arasan Palace,"Madipakkam, Chennai","1,25,000"
Sri Sudha Mahal,"Madipakkam, Chennai","50,000"
Anandavalli Party Hall,"Madipakkam, Chennai","32,000"
Sri Vijayalakshmi Mahal Ac,"Madipakkam, Chennai","50,000"
NINI Part Hall,"Madipakkam, Chennai","25,000"
Sri Mahal,"Madipakkam, Chennai","50,000"
SP Grand Palace,"Madipakkam, Chennai","75,000"
KSV Mahal AC,"Madipakkam, Chennai","68,980"
ORION PARTY HALL,"Madipakkam, Chennai",413 - 531
Kadambur Sri Mariamman Mahal,"Madipakkam, Chennai","2,24,240"
Sri Surya Mahal,"Madipakkam, Chennai","70,000"
