Venue Name,Venue Location,Price per Plate
The Royal Lake Banquet and Resort,"Bhugaon, Pune",1100 - 1200
Manas Resort,"Bhugaon, Pune",750 - 800
Be-One Villa,"Bhugaon, Pune",800
JZ Banquet & Lawn,"Bhugaon, Pune",1500 - 2000
Rajlaxmi Lawn Mangal Karyalay Hall,"Bhugaon, Pune","75,000"
MANAS HOLIDAY RESORT,"Bhugaon, Pune","80,000"
Anand Lawns,"Bhugaon, Pune","50,000"
The Party People by Anurag Sharma,"Bhugaon, Pune","7,00,000"
Siddhi lawns,"Bhugaon, Pune","1,00,000"
