Venue Name,Venue Location,Price per Plate
Boban Residency Conference hall,"Thampanoor, Thiruvananthapuram",413 - 472
Hotel Apollo Dimora,"Thampanoor, Thiruvananthapuram",900 - 900
The central residency,"Thampanoor, Thiruvananthapuram",700 - 850
Hycinth Hotel,"Thampanoor, Thiruvananthapuram",1300 - 1500
Chaithram Samanwaya,"Thampanoor, Thiruvananthapuram",472 - 531
Teekay palace,"Thampanoor, Thiruvananthapuram",531 - 649
Hotel silver sand,"Thampanoor, Thiruvananthapuram",413 - 531
Hotel Seven Hills,"Thampanoor, Thiruvananthapuram",531 - 660
The Yellow Chilli,"Thampanoor, Thiruvananthapuram",472 - 590
Hotel Indraprastha,"Thampanoor, Thiruvananthapuram",250 - 300
The South Gate,"Thampanoor, Thiruvananthapuram",100 - 100
The Town house,"Thampanoor, Thiruvananthapuram",320 - 450
AnanTAA Rajamandiram Roof Top And Party Hall,"Thampanoor, Thiruvananthapuram",350 - 450
Radhas Hotel,"Thampanoor, Thiruvananthapuram",200 - 280
Hotel Highland City Queen,"Thampanoor, Thiruvananthapuram",475
Grove An Open Lawn,"Thampanoor, Thiruvananthapuram",750 - 850
Classic Sarovar Portico Conference Hall Avenue A,"Thampanoor, Thiruvananthapuram",560 - 649
TheTerrace Hotel,"Thampanoor, Thiruvananthapuram",300 - 450
Goodland Residency,"Thampanoor, Thiruvananthapuram",120 - 220
Vintage Halton,"Thampanoor, Thiruvananthapuram","25,001"
KRS Mini Hall,"Thampanoor, Thiruvananthapuram","35,000"
KTCT Auditorium,"Thampanoor, Thiruvananthapuram","60,000"
