Venue Name,Venue Location,Price per Plate
HOTEL SRI SAI REGENCY (HARSHA BANQUET),"Bapu Nagar, Hyderabad",500 - 600
HH Convention Hall,"Bapu Nagar, Hyderabad","90,000"
