Venue Name,Venue Location,Price per Plate
Hotel Gee Bee Palace - The Sky,"Angamaly, Kochi",442 - 472
Malayattoor Residency,"Angamaly, Kochi",472 - 531
Flora Airport Hotel - Maple,"Angamaly, Kochi",450 - 500
Palace Inn - Raja Sadhass,"Angamaly, Kochi",383 - 472
Diana Heights Luxury Hotel - Runway Hall 1,"Angamaly, Kochi",472 - 531
Hotel Pooja Residency - Banquet Hall,"Angamaly, Kochi",413 - 472
Hotel Airlink Castle Horizon Hall,"Angamaly, Kochi",708 - 826
Hotel Elite Palazzo Vittorio,"Angamaly, Kochi",531 - 590
Mookkannoor Tourist Home Hall 1,"Angamaly, Kochi",295 - 413
Hotel Elegance,"Angamaly, Kochi",472
Quality Airport Hotel - Pandal Hall,"Angamaly, Kochi",472 - 531
The Surya Hotel Shamiyana,"Angamaly, Kochi",472 - 531
Sara Hotels and Apartments - Sara Mahal Hall,"Angamaly, Kochi",442 - 560
Hotel Park Regency,"Angamaly, Kochi",501 - 590
The Grand Regency,"Angamaly, Kochi",442 - 501
Atlas Airport Hotel Apartments,"Angamaly, Kochi",413 - 472
The Village Conference Hall,"Angamaly, Kochi",295 - 383
Sree Valsam Residency,"Angamaly, Kochi",263 - 315
Cinnamon County Residency,"Angamaly, Kochi",468 - 668
Courtyard By Marriott,"Angamaly, Kochi",1350 - 1450
NAS Auditorium,"Angamaly, Kochi",On Request
Angamaly Convention Centre,"Angamaly, Kochi","89,360"
Adlux International Convention Centre - Utpal hall,"Angamaly, Kochi",On Request
SNDP Auditorium Kanjoor,"Angamaly, Kochi",On Request
