Venue Name,Venue Location,Price per Plate
Havyakara Sabhagraha,"Bandra East, Mumbai",650
Sofitel Mumbai BKC,"Bandra East, Mumbai","3,600"
Trident BKC,"Bandra East, Mumbai",3200 - 3200
"Trident BKC, mumbai","Bandra East, Mumbai",3200 - 3200
Swayamvar Vivah Karyalay,"Bandra East, Mumbai",350
Yauatcha Bandra Kurla Complex,"Bandra East, Mumbai",1350 - 1550
"Nara Thai BKC, Mumbai","Bandra East, Mumbai",450 - 650
Durvankur Banquet Hall,"Bandra East, Mumbai","20,000"
Toast & Tonic,"Bandra East, Mumbai","30,000"
The American Joint Mini Hall,"Bandra East, Mumbai","45,000"
Craft Banquet Hall,"Bandra East, Mumbai","15,000"
