Venue Name,Venue Location,Price per Plate
Vennela Banquet Hall,"Attapur, Hyderabad",354 - 472
SVM Grand,"Attapur, Hyderabad",525 - 383
S M Garden,"Attapur, Hyderabad","2,24,600"
Swapna Sky Box Banquet Hall,"Attapur, Hyderabad",475 - 650
Taj Convention,"Attapur, Hyderabad","2,06,800"
YS Convention,"Attapur, Hyderabad","1,50,000"
SPR Function Hall,"Attapur, Hyderabad","2,20,000"
Marital Function Palace,"Attapur, Hyderabad","1,20,000"
SNR Convention,"Attapur, Hyderabad","2,75,018"
Lucky Palace,"Attapur, Hyderabad","87,018"
AB Banquet Hall,"Attapur, Hyderabad","50,000"
SDR Pearl Palace,"Attapur, Hyderabad","1,50,000"
Rhodium 7 Convention Hall,"Attapur, Hyderabad","2,00,000"
P R Palace,"Attapur, Hyderabad","24,000"
