Venue Name,Venue Location,Price per Plate
PJ Princess Regency - Aswathy Hall,"Vypin, Kochi",590 - 708
Le Maritime Galaxsea,"Vypin, Kochi",700 - 900
Indriya Sands,"Vypin, Kochi",767 - 885
Cochin Seaport Hotel Wharff,"Vypin, Kochi",519 - 660
Country Club Rock Springs - Open Lawn,"Vypin, Kochi",On Request
Bolgatty event hub,"Vypin, Kochi",On Request
Pulikanat Auditorium,"Vypin, Kochi",On Request
KTX Hall,"Vypin, Kochi","12,000"
Amba Prarthana Auditorium,"Vypin, Kochi","20,000"
The Island Club,"Vypin, Kochi",On Request
The Gateway Hotel Marine Drive Waterfort Hall,"Vypin, Kochi","1,00,000"
Rainbow Hospitality Dhwaraka Hall,"Vypin, Kochi",On Request
Puthenpurakkal Hall,"Vypin, Kochi","5,000"
Kingdom Hall Of Jehovahs Witnesses,"Vypin, Kochi","30,000"
Sahakarana Nilayam Hall,"Vypin, Kochi","35,000"
Jacob Convention Centre,"Vypin, Kochi","10,000"
