Venue Name,Venue Location,Price per Plate
Shreyash Banquets,"Wagholi, Pune",650
Khalsa Palace,"Wagholi, Pune","1,55,000"
Saffron Multi Purpose Hall,"Wagholi, Pune",750 - 850
Mahalaxmi Lawns,"Wagholi, Pune",500 - 600
Ganga retreat,"Wagholi, Pune",750 - 900
ABHISHEK LAWNS,"Wagholi, Pune","1,25,000"
Seasons 24 Banquets,"Wagholi, Pune",650 - 975
Seasons24 Banquet,"Wagholi, Pune",1200 - 1600
MAPPLE ADHWRYOU,"Wagholi, Pune","80,000"
CHOKNI DHANI,"Wagholi, Pune","7,50,000"
Shreyas Garden,"Wagholi, Pune","4,00,000"
Ganga Retreat Countryside Resort,"Wagholi, Pune","1,00,000"
Soyrik Garden,"Wagholi, Pune","1,20,000"
