Venue Name,Venue Location,Price per Plate
The Neelakanta Beach Resort Open Lawn,"Vizhinjam, Thiruvananthapuram",750 - 850
B R Auditorium,"Vizhinjam, Thiruvananthapuram","40,000"
Kripa Auditorium,"Vizhinjam, Thiruvananthapuram","33,500"
