Venue Name,Venue Location,Price per Plate
Hotel Westview,"Mandvi, Mumbai",750
Hotel Sahyadri,"Mandvi, Mumbai",750
Vasant Hari Multipurpose Hall,"Mandvi, Mumbai",268 - 318
Yashdeep Farm House And Resort,"Mandvi, Mumbai",850 - 950
Green Park Club Resort,"Mandvi, Mumbai",750 - 850
The Halai Memon Khandwani Jamat,"Mandvi, Mumbai","50,000"
