Venue Name,Venue Location,Price per Plate
Four Points By Shereton,"Samalka, Delhi Ncr",1 - 1
Milap The Umrao,"Samalka, Delhi Ncr",850
Four Points by Sheratons,"Samalka, Delhi Ncr","25,000"
