Venue Name,Venue Location,Price per Plate
Chikkamma Kenge Gowda Convention Inn,"Rajarajeshwari Nagar, Bangalore","1,75,000"
Nandhana Party Hall,"Rajarajeshwari Nagar, Bangalore",367 - 472
Shakthi Hill Resort Hines Hall,"Rajarajeshwari Nagar, Bangalore",577 - 682
Kapoors Cafe,"Rajarajeshwari Nagar, Bangalore",500
The Watering Hole,"Rajarajeshwari Nagar, Bangalore",900 - 1400
Anugraha Banquet Hall,"Rajarajeshwari Nagar, Bangalore",375 - 475
Panihati Banquet Hall,"Rajarajeshwari Nagar, Bangalore","18,000"
Classic Food Park Party Hall,"Rajarajeshwari Nagar, Bangalore",354 - 472
Prince Banquet hall,"Rajarajeshwari Nagar, Bangalore",450 - 650
RR Party Hall,"Rajarajeshwari Nagar, Bangalore",700 - 900
Pakashaala Banquet Hall,"Rajarajeshwari Nagar, Bangalore",451
"Paakashala, RajaRajeshwari Nagar","Rajarajeshwari Nagar, Bangalore",450
Sri Vasavi Kalyana Mantapa,"Rajarajeshwari Nagar, Bangalore",300
Pailwan Chikkabasaviah function hall,"Rajarajeshwari Nagar, Bangalore","40,018"
The Ideal Homes Community Hall,"Rajarajeshwari Nagar, Bangalore","95,018"
Crazy Park,"Rajarajeshwari Nagar, Bangalore","50,000"
The Panihati Banquet Hall,"Rajarajeshwari Nagar, Bangalore","18,000"
JVM Party Hall,"Rajarajeshwari Nagar, Bangalore","25,000"
Sri Akkamahadevi Kalyana Mantapa,"Rajarajeshwari Nagar, Bangalore","1,85,000"
Meenakshi Kalyana Mantapa,"Rajarajeshwari Nagar, Bangalore","2,95,000"
Sri Vasavi Mahal Kalyana Mantapa,"Rajarajeshwari Nagar, Bangalore","1,45,018"
