Venue Name,Venue Location,Price per Plate
Yashodhan Agri Tourism,"Narayangaon, Pune","2,00,000"
Pranav Garden Mangal Karyalaya,"Narayangaon, Pune","1,50,000"
Hotel Neelayam Garden,"Narayangaon, Pune","1,50,000"
