Venue Name,Venue Location,Price per Plate
C P Auditorium,"Nedumangad, Thiruvananthapuram",On Request
SJ Auditorium,"Nedumangad, Thiruvananthapuram","35,000"
Pavithram Auditorium,"Nedumangad, Thiruvananthapuram","35,000"
AB Hall,"Nedumangad, Thiruvananthapuram","13,000"
Dhanalakshmi Auditorium,"Nedumangad, Thiruvananthapuram","50,000"
Sahodara Samajam Hall,"Nedumangad, Thiruvananthapuram","14,500"
Raj Convention Centre,"Nedumangad, Thiruvananthapuram","95,001"
Theertha Auditorium,"Nedumangad, Thiruvananthapuram","70,018"
Greenland Auditorium,"Nedumangad, Thiruvananthapuram","45,018"
MT Hall,"Nedumangad, Thiruvananthapuram","50,000"
Dhanalaxmi Auditorium,"Nedumangad, Thiruvananthapuram","55,018"
SKS Hall,"Nedumangad, Thiruvananthapuram","30,015"
