Venue Name,Venue Location,Price per Plate
Shree Kamroop Garden,"Bhayandar East, Mumbai",830 - 950
Rahul Tiwari Sports Ground,"Bhayandar East, Mumbai",500 - 500
Meera Banquet,"Bhayandar East, Mumbai",443 - 513
Kings caterers services,"Bhayandar East, Mumbai",268 - 468
Swapnil caterers,"Bhayandar East, Mumbai",568
Shree Mangal Murti Hall,"Bhayandar East, Mumbai",400
Narayan Garden Lawn 2,"Bhayandar East, Mumbai","40,000"
