Venue Name,Venue Location,Price per Plate
Sai Garden,"Alandi Devachi, Pune","75,000"
Om Gurudev Mangal Karyalay Banquet Hall,"Alandi Devachi, Pune","40,000"
Shivtej Mangal Karyalay,"Alandi Devachi, Pune","40,000"
